month,customer,segment,state,network,data_type,patients_queried,patients_matched,patients_with_data,records_returned,freshness_days,avg_lookback_months
2025-10,Elation Direct,Primary care EHR,MS,Carequality,immunizations,1644,1281,877,2072,19.8,20.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,conditions,1644,1234,748,4084,13.0,22.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,encounters,1644,1234,700,6611,10.2,24.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,medications,1644,1234,723,7220,2.3,52.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,labs,1644,1234,715,9727,3.0,48.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,documents,1644,1234,447,1659,12.8,36.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,allergies,1644,1234,741,1057,13.3,31.0
2025-10,Elation Direct,Primary care EHR,MS,CommonWell,immunizations,1644,1234,726,1721,22.5,39.0
2025-10,Elation Direct,Primary care EHR,MS,Surescripts,medications,1644,1430,1118,13485,2.6,21.0
2025-10,Elation Direct,Primary care EHR,MS,Quest Labs,labs,1644,1367,727,10946,3.7,43.0
2025-10,Elation Direct,Primary care EHR,MS,Bamboo Health,adt_events,1644,1289,584,1007,0.2,43.0
2025-10,Elation Direct,Primary care EHR,MS,PointClickCare,adt_events,1644,1283,510,930,0.2,32.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,conditions,2410,1909,1327,8203,15.3,55.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,encounters,2410,1909,1273,13398,9.9,50.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,medications,2410,1909,1375,16121,2.2,49.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,labs,2410,1909,1342,17675,3.9,34.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,documents,2410,1909,1267,4590,17.9,41.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,allergies,2410,1909,1296,2141,13.5,37.0
2025-10,Elation Direct,Primary care EHR,NM,Carequality,immunizations,2410,1909,1408,3549,23.6,43.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,conditions,2410,1798,1153,6638,10.2,41.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,encounters,2410,1798,1017,10316,9.7,19.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,medications,2410,1798,1077,13619,2.4,26.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,labs,2410,1798,1088,14891,2.8,33.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,documents,2410,1798,1083,4233,15.0,20.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,allergies,2410,1798,1091,1696,13.5,22.0
2025-10,Elation Direct,Primary care EHR,NM,CommonWell,immunizations,2410,1798,1082,2880,16.4,24.0
2025-10,Elation Direct,Primary care EHR,NM,Surescripts,medications,2410,2140,1632,20220,2.5,32.0
2025-10,Elation Direct,Primary care EHR,NM,Quest Labs,labs,2410,2007,692,8951,2.6,33.0
2025-10,Elation Direct,Primary care EHR,NM,Bamboo Health,adt_events,2410,1938,943,1880,0.2,30.0
2025-10,Elation Direct,Primary care EHR,NM,PointClickCare,adt_events,2410,1853,734,1548,0.2,31.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,conditions,1095,964,767,5110,13.6,27.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,encounters,1095,964,812,8299,11.3,45.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,medications,1095,964,799,9918,2.7,36.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,labs,1095,964,844,12947,3.4,21.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,documents,1095,964,811,3724,18.6,58.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,allergies,1095,964,792,1375,17.0,31.0
2025-10,Elation Direct,Primary care EHR,MD,Carequality,immunizations,1095,964,808,2228,16.3,43.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,conditions,1095,888,627,3602,13.9,27.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,encounters,1095,888,668,5811,11.5,51.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,medications,1095,888,620,6283,3.0,22.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,labs,1095,888,658,9089,3.8,42.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,documents,1095,888,640,3000,15.5,36.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,allergies,1095,888,629,949,13.5,47.0
2025-10,Elation Direct,Primary care EHR,MD,CommonWell,immunizations,1095,888,653,1652,18.0,34.0
2025-10,Elation Direct,Primary care EHR,MD,Surescripts,medications,1095,1019,939,11039,2.4,25.0
2025-10,Elation Direct,Primary care EHR,MD,Quest Labs,labs,1095,955,362,4714,3.6,32.0
2025-10,Elation Direct,Primary care EHR,MD,Bamboo Health,adt_events,1095,914,536,1008,0.2,58.0
2025-10,Elation Direct,Primary care EHR,MD,PointClickCare,adt_events,1095,911,496,909,0.2,51.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,conditions,2649,2258,1824,11804,15.3,52.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,encounters,2649,2258,1840,18009,9.8,37.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,medications,2649,2258,1802,19387,2.9,22.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,labs,2649,2258,1751,22338,3.8,25.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,documents,2649,2258,1795,8048,18.1,49.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,allergies,2649,2258,1709,2546,17.0,33.0
2025-10,Elation Direct,Primary care EHR,OR,Carequality,immunizations,2649,2258,1766,4169,16.1,42.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,conditions,2649,2183,1468,10280,12.8,25.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,encounters,2649,2183,1521,13114,8.3,47.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,medications,2649,2183,1458,14143,2.9,20.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,labs,2649,2183,1553,23673,2.6,40.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,documents,2649,2183,1416,6036,12.5,58.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,allergies,2649,2183,1567,2644,12.1,27.0
2025-10,Elation Direct,Primary care EHR,OR,CommonWell,immunizations,2649,2183,1517,3720,26.0,19.0
2025-10,Elation Direct,Primary care EHR,OR,Surescripts,medications,2649,2444,2207,23302,3.1,56.0
2025-10,Elation Direct,Primary care EHR,OR,Quest Labs,labs,2649,2307,1085,14789,3.5,31.0
2025-10,Elation Direct,Primary care EHR,OR,Bamboo Health,adt_events,2649,2219,1290,2321,0.2,29.0
2025-10,Elation Direct,Primary care EHR,OR,PointClickCare,adt_events,2649,2226,1085,1766,0.2,25.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,conditions,438,377,315,2026,14.8,33.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,encounters,438,377,305,2810,11.9,43.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,medications,438,377,303,3370,2.6,32.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,labs,438,377,316,5062,2.7,26.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,documents,438,377,306,1281,15.3,28.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,allergies,438,377,303,510,13.2,56.0
2025-10,Elation Direct,Primary care EHR,WI,Carequality,immunizations,438,377,311,678,25.5,52.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,conditions,438,339,248,1546,11.7,53.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,encounters,438,339,240,2141,11.0,34.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,medications,438,339,240,3005,2.7,43.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,labs,438,339,248,3524,2.8,59.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,documents,438,339,229,987,15.4,30.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,allergies,438,339,231,352,12.4,46.0
2025-10,Elation Direct,Primary care EHR,WI,CommonWell,immunizations,438,339,239,539,19.3,46.0
2025-10,Elation Direct,Primary care EHR,WI,Surescripts,medications,438,408,379,3998,2.1,25.0
2025-10,Elation Direct,Primary care EHR,WI,Quest Labs,labs,438,378,106,1556,2.6,26.0
2025-10,Elation Direct,Primary care EHR,WI,Bamboo Health,adt_events,438,367,206,334,0.2,54.0
2025-10,Elation Direct,Primary care EHR,WI,PointClickCare,adt_events,438,364,176,382,0.2,54.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,conditions,644,537,412,2465,11.5,48.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,encounters,644,537,417,4497,10.8,30.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,medications,644,537,378,4299,2.5,51.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,labs,644,537,404,4823,3.3,45.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,documents,644,537,388,1549,16.3,38.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,allergies,644,537,402,559,17.5,56.0
2025-10,Elation Direct,Primary care EHR,KY,Carequality,immunizations,644,537,403,983,16.6,43.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,conditions,644,491,321,1719,13.9,30.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,encounters,644,491,310,3057,9.1,36.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,medications,644,491,323,3665,2.1,37.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,labs,644,491,308,4495,3.3,18.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,documents,644,491,310,1360,17.8,20.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,allergies,644,491,321,501,12.5,36.0
2025-10,Elation Direct,Primary care EHR,KY,CommonWell,immunizations,644,491,293,621,22.7,29.0
2025-10,Elation Direct,Primary care EHR,KY,Surescripts,medications,644,572,466,5222,2.5,51.0
2025-10,Elation Direct,Primary care EHR,KY,Quest Labs,labs,644,553,231,3353,2.7,42.0
2025-10,Elation Direct,Primary care EHR,KY,Bamboo Health,adt_events,644,519,257,441,0.2,37.0
2025-10,Elation Direct,Primary care EHR,KY,PointClickCare,adt_events,644,520,218,387,0.2,56.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,conditions,1620,1400,1103,7344,12.1,19.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,encounters,1620,1400,1101,9298,9.0,47.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,medications,1620,1400,1106,13596,2.8,53.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,labs,1620,1400,1082,16824,2.9,41.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,documents,1620,1400,1111,5106,13.2,42.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,allergies,1620,1400,1105,1699,17.3,34.0
2025-10,Elation Direct,Primary care EHR,CA,Carequality,immunizations,1620,1400,1117,2748,20.2,19.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,conditions,1620,1297,872,5843,15.0,41.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,encounters,1620,1297,901,8647,12.3,49.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,medications,1620,1297,899,8773,3.1,54.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,labs,1620,1297,868,13331,2.5,21.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,documents,1620,1297,885,3668,15.1,56.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,allergies,1620,1297,848,1176,15.5,50.0
2025-10,Elation Direct,Primary care EHR,CA,CommonWell,immunizations,1620,1297,899,2470,22.9,22.0
2025-10,Elation Direct,Primary care EHR,CA,Surescripts,medications,1620,1501,1337,16898,2.1,22.0
2025-10,Elation Direct,Primary care EHR,CA,Quest Labs,labs,1620,1415,642,7824,3.7,52.0
2025-10,Elation Direct,Primary care EHR,CA,Bamboo Health,adt_events,1620,1349,730,1313,0.3,31.0
2025-10,Elation Direct,Primary care EHR,CA,PointClickCare,adt_events,1620,1323,616,1233,0.2,25.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,conditions,1023,900,744,4845,15.1,34.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,encounters,1023,900,697,6900,11.9,56.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,medications,1023,900,728,6969,2.2,58.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,labs,1023,900,746,11908,2.5,34.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,documents,1023,900,718,3167,12.6,44.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,allergies,1023,900,723,1154,12.9,20.0
2025-10,Elation Direct,Primary care EHR,WA,Carequality,immunizations,1023,900,742,2000,23.4,57.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,conditions,1023,786,555,3294,13.3,33.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,encounters,1023,786,501,5189,12.4,28.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,medications,1023,786,551,5558,2.0,48.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,labs,1023,786,538,8037,2.5,60.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,documents,1023,786,562,2280,18.5,28.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,allergies,1023,786,519,924,16.9,52.0
2025-10,Elation Direct,Primary care EHR,WA,CommonWell,immunizations,1023,786,556,1462,22.9,24.0
2025-10,Elation Direct,Primary care EHR,WA,Surescripts,medications,1023,915,809,9233,2.6,56.0
2025-10,Elation Direct,Primary care EHR,WA,Quest Labs,labs,1023,898,482,6573,3.3,50.0
2025-10,Elation Direct,Primary care EHR,WA,Bamboo Health,adt_events,1023,859,464,941,0.2,53.0
2025-10,Elation Direct,Primary care EHR,WA,PointClickCare,adt_events,1023,839,399,761,0.2,47.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,conditions,2278,1929,1652,11145,11.4,26.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,encounters,2278,1929,1710,15806,11.5,54.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,medications,2278,1929,1570,15580,2.5,25.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,labs,2278,1929,1602,20733,3.2,51.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,documents,2278,1929,1692,6517,14.5,45.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,allergies,2278,1929,1622,2280,17.3,40.0
2025-10,Elation Direct,Primary care EHR,MA,Carequality,immunizations,2278,1929,1681,3669,19.8,32.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,conditions,2278,1855,1401,8587,14.9,58.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,encounters,2278,1855,1396,11670,11.9,60.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,medications,2278,1855,1308,12332,2.3,20.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,labs,2278,1855,1402,20107,3.2,41.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,documents,2278,1855,1364,5762,12.2,45.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,allergies,2278,1855,1300,2187,13.5,53.0
2025-10,Elation Direct,Primary care EHR,MA,CommonWell,immunizations,2278,1855,1284,2737,18.0,45.0
2025-10,Elation Direct,Primary care EHR,MA,Surescripts,medications,2278,2136,1940,19131,2.2,38.0
2025-10,Elation Direct,Primary care EHR,MA,Quest Labs,labs,2278,2071,1123,16724,2.8,31.0
2025-10,Elation Direct,Primary care EHR,MA,Bamboo Health,adt_events,2278,1957,1164,2516,0.2,20.0
2025-10,Elation Direct,Primary care EHR,MA,PointClickCare,adt_events,2278,1889,967,2026,0.2,59.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,conditions,2031,1665,1236,8461,9.8,51.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,encounters,2031,1665,1114,11664,10.6,21.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,medications,2031,1665,1292,12196,2.2,52.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,labs,2031,1665,1283,20017,3.4,44.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,documents,2031,1665,1247,4550,19.2,22.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,allergies,2031,1665,1238,1845,13.0,43.0
2025-10,Elation Direct,Primary care EHR,UT,Carequality,immunizations,2031,1665,1208,3140,24.7,30.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,conditions,2031,1558,993,6612,11.4,42.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,encounters,2031,1558,973,10129,12.1,55.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,medications,2031,1558,981,12385,2.3,31.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,labs,2031,1558,1066,15159,2.8,35.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,documents,2031,1558,981,4427,17.2,43.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,allergies,2031,1558,986,1727,11.5,29.0
2025-10,Elation Direct,Primary care EHR,UT,CommonWell,immunizations,2031,1558,978,2465,19.7,45.0
2025-10,Elation Direct,Primary care EHR,UT,Surescripts,medications,2031,1847,1550,16834,2.1,36.0
2025-10,Elation Direct,Primary care EHR,UT,Quest Labs,labs,2031,1723,495,6047,3.4,31.0
2025-10,Elation Direct,Primary care EHR,UT,Bamboo Health,adt_events,2031,1657,825,1566,0.2,47.0
2025-10,Elation Direct,Primary care EHR,UT,PointClickCare,adt_events,2031,1690,727,1292,0.2,52.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,conditions,1082,891,611,3828,15.6,59.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,encounters,1082,891,611,6249,9.7,25.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,medications,1082,891,620,6821,2.7,53.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,labs,1082,891,638,9379,2.9,20.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,documents,1082,891,625,2908,15.6,23.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,allergies,1082,891,599,1091,17.6,42.0
2025-10,Elation Direct,Primary care EHR,LA,Carequality,immunizations,1082,891,625,1536,24.2,54.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,conditions,1082,845,496,2723,13.0,25.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,encounters,1082,845,503,4776,11.3,54.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,medications,1082,845,521,6345,3.0,48.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,labs,1082,845,517,7511,2.6,20.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,documents,1082,845,505,2271,17.6,58.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,allergies,1082,845,533,953,12.1,55.0
2025-10,Elation Direct,Primary care EHR,LA,CommonWell,immunizations,1082,845,527,1405,17.5,23.0
2025-10,Elation Direct,Primary care EHR,LA,Surescripts,medications,1082,974,757,7998,2.6,23.0
2025-10,Elation Direct,Primary care EHR,LA,Quest Labs,labs,1082,904,421,6560,3.8,30.0
2025-10,Elation Direct,Primary care EHR,LA,Bamboo Health,adt_events,1082,894,435,814,0.2,51.0
2025-10,Elation Direct,Primary care EHR,LA,PointClickCare,adt_events,1082,844,354,591,0.2,39.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,conditions,480,405,333,2280,11.0,19.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,encounters,480,405,332,2807,10.9,52.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,medications,480,405,328,3754,2.5,24.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,labs,480,405,325,4321,3.7,38.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,documents,480,405,317,1217,13.0,57.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,allergies,480,405,332,453,12.5,52.0
2025-10,Elation Direct,Primary care EHR,OH,Carequality,immunizations,480,405,325,809,19.6,21.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,conditions,480,375,268,1428,13.0,21.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,encounters,480,375,251,2599,10.5,28.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,medications,480,375,249,2927,2.1,23.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,labs,480,375,286,4132,3.9,34.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,documents,480,375,258,1069,16.8,24.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,allergies,480,375,255,371,17.1,53.0
2025-10,Elation Direct,Primary care EHR,OH,CommonWell,immunizations,480,375,259,708,25.8,23.0
2025-10,Elation Direct,Primary care EHR,OH,Surescripts,medications,480,459,424,4083,2.5,29.0
2025-10,Elation Direct,Primary care EHR,OH,Quest Labs,labs,480,432,193,2914,3.0,24.0
2025-10,Elation Direct,Primary care EHR,OH,Bamboo Health,adt_events,480,411,226,372,0.2,47.0
2025-10,Elation Direct,Primary care EHR,OH,PointClickCare,adt_events,480,382,177,317,0.2,18.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,conditions,986,860,664,3854,13.4,48.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,encounters,986,860,710,6399,9.2,58.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,medications,986,860,711,7077,2.6,26.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,labs,986,860,710,8734,3.4,44.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,documents,986,860,710,3149,14.4,57.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,allergies,986,860,655,1143,16.2,33.0
2025-10,Elation Direct,Primary care EHR,NC,Carequality,immunizations,986,860,703,1647,17.0,37.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,conditions,986,802,571,3998,13.7,42.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,encounters,986,802,546,5296,12.5,45.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,medications,986,802,543,5901,2.4,47.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,labs,986,802,549,7512,3.0,36.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,documents,986,802,584,2746,17.3,33.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,allergies,986,802,594,930,11.5,40.0
2025-10,Elation Direct,Primary care EHR,NC,CommonWell,immunizations,986,802,566,1423,18.0,49.0
2025-10,Elation Direct,Primary care EHR,NC,Surescripts,medications,986,951,869,9911,2.8,53.0
2025-10,Elation Direct,Primary care EHR,NC,Quest Labs,labs,986,869,455,6343,2.5,35.0
2025-10,Elation Direct,Primary care EHR,NC,Bamboo Health,adt_events,986,819,451,846,0.3,39.0
2025-10,Elation Direct,Primary care EHR,NC,PointClickCare,adt_events,986,820,391,782,0.2,30.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,conditions,2065,1637,1026,5468,14.1,34.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,encounters,2065,1637,1071,9404,8.8,40.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,medications,2065,1637,1078,10774,2.5,37.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,labs,2065,1637,1011,14430,2.6,39.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,documents,2065,1637,970,3959,14.3,37.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,allergies,2065,1637,1007,1808,14.6,52.0
2025-10,Elation Direct,Primary care EHR,WY,Carequality,immunizations,2065,1637,1018,2334,16.8,36.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,conditions,2065,1560,927,5861,13.4,25.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,encounters,2065,1560,860,8884,8.8,22.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,medications,2065,1560,901,11289,2.8,34.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,labs,2065,1560,860,10973,3.0,33.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,documents,2065,1560,880,4062,16.9,23.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,allergies,2065,1560,911,1346,17.4,24.0
2025-10,Elation Direct,Primary care EHR,WY,CommonWell,immunizations,2065,1560,875,2228,20.5,53.0
2025-10,Elation Direct,Primary care EHR,WY,Surescripts,medications,2065,1747,1214,11500,2.0,37.0
2025-10,Elation Direct,Primary care EHR,WY,Quest Labs,labs,2065,1722,690,8285,2.5,49.0
2025-10,Elation Direct,Primary care EHR,WY,Bamboo Health,adt_events,2065,1639,735,1501,0.2,50.0
2025-10,Elation Direct,Primary care EHR,WY,PointClickCare,adt_events,2065,1572,607,1010,0.2,42.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,conditions,2339,1977,1487,8761,14.9,48.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,encounters,2339,1977,1595,17006,13.0,24.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,medications,2339,1977,1566,18799,2.8,30.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,labs,2339,1977,1447,18461,3.1,40.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,documents,2339,1977,1503,6573,12.7,47.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,allergies,2339,1977,1598,2441,16.2,25.0
2025-10,Elation Direct,Primary care EHR,TN,Carequality,immunizations,2339,1977,1487,4052,17.5,47.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,conditions,2339,1842,1216,8006,12.5,43.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,encounters,2339,1842,1135,10389,12.3,23.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,medications,2339,1842,1165,11601,3.1,42.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,labs,2339,1842,1242,16082,3.1,58.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,documents,2339,1842,1235,5017,17.6,34.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,allergies,2339,1842,1265,1924,12.3,48.0
2025-10,Elation Direct,Primary care EHR,TN,CommonWell,immunizations,2339,1842,1180,3176,24.8,37.0
2025-10,Elation Direct,Primary care EHR,TN,Surescripts,medications,2339,2130,1827,22838,2.9,39.0
2025-10,Elation Direct,Primary care EHR,TN,Quest Labs,labs,2339,2042,933,14704,3.5,36.0
2025-10,Elation Direct,Primary care EHR,TN,Bamboo Health,adt_events,2339,1951,997,1898,0.2,33.0
2025-10,Elation Direct,Primary care EHR,TN,PointClickCare,adt_events,2339,1890,860,1452,0.2,33.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,conditions,1027,834,610,3842,13.8,55.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,encounters,1027,834,582,6314,11.5,30.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,medications,1027,834,605,6247,3.1,30.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,labs,1027,834,608,9037,3.7,46.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,documents,1027,834,593,2193,18.6,30.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,allergies,1027,834,592,1082,12.6,24.0
2025-10,Elation Direct,Primary care EHR,AL,Carequality,immunizations,1027,834,593,1345,17.3,43.0
2025-10,Elation Direct,Primary care EHR,AL,CommonWell,conditions,1027,784,479,2662,12.9,52.0
2025-10,Elation Direct,Primary care EHR,AL,CommonWell,encounters,1027,784,474,4108,8.0,40.0
